speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Alicia,少し〓まない？,Shouldn't we rest a bit?,,1,1,1309,1,,
Rufus,ああ… そうだな,"Yeah, I guess so.",,1,2,1309,2,,
Alicia,…どうかしたの？,Are you okay?,,1,3,1309,3,,
Alicia,ずっと黙っているけど…,You haven't said a word.,,1,4,1309,4,,
Rufus,いや…,I'm fine.,,1,5,1309,5,,
Rufus,こんな〓色をこの目で見られる日が来るなんて… まだ信じられなくて…,"I never thought I'd live to see a view
like this with my own eyes... Incredible.",,1,6,1309,6,,
Rufus,…〓のおかげだよ,I owe it all to you.,,1,7,1309,7,,
Alicia,私こそ…,I feel the same...,,1,8,1309,8,,
Alicia,…ここにこうしていられるのは全部あなたのおかげ…,"If it weren't for you, I'd never have
made it this far.",,1,9,1309,9,,
Rufus,捨てちまえよ そんな物…,"You can throw that ring away, you know.",,1,10,1309,10,,
Rufus,アスガルドには永遠の時が流れているからここじゃ〓をとる事もない,"In Asgard, time is eternal. You won't
age at all while you're here.",,1,11,1309,11,,
Rufus,外しても不死者になる心配はないぜ,Go ahead. It's safe for you to take it off.,,1,12,1309,12,,
Alicia,いいの <PART> ――,I know...,,1,13,1309,13,,
Alicia,これは私の 幸運のお守り,"But, it's become my good luck charm.",,1,14,1309,14,,
Rufus,…似合ってねえぞ ブカブカだし,It's too big. It looks silly on you.,,1,15,1309,15,,
Rufus,俺はこのまま頂上を目指す〓はヴァルハラを目指せ,"Alright, I'm heading for the top from
here. You go to Valhalla.",,1,16,1309,16,,
Alicia,…ここで別れるの！？,What? We're splitting up?,,1,17,1309,17,,
Rufus,オーディンは〓〓じゃない俺達の動きに気づいてないわけがない,"Odin's no fool. He knows we're here.
He's going to be looking for us.",,1,18,1309,18,,
Rufus,…この先 必ず潰しに来る,"If I know him, he'll want his vengeance.",,1,19,1309,19,,
Alicia,だったら〓更 <PART> ――,Then all the more reason <PART> ----,,1,20,1309,20,,
Rufus,〓き〓えにしたくないんだ！,I don't want you to get hurt!,,1,21,1309,21,,
Rufus,…俺は殺されたって構わないむしろ本望だ,"I don't care if I die. I would welcome
death.",,1,22,1309,22,,
Rufus,でも 〓は違うはずだ…,But not you. Not now.,,1,23,1309,23,,
Rufus,ドラゴンオーブを取り返す大事な仕事が残ってるだろ？,"You still have to get the Dragon Orb.
Doesn't that matter more?",,1,24,1309,24,,
Alicia,私 独りじゃ…,I can't do it alone...,,1,25,1309,25,,
Alicia,私は <PART> ――,I <PART> ----,,1,26,1309,26,,
Alicia,あなたに〓けてみたいの,I'll take my chances with you.,,1,27,1309,27,,
Alicia,あなたが神になるのを見届けたいの,"I want to be watching when you become
a god.",,1,28,1309,28,,
Alicia,その後でオーブを取り返しに行くんじゃ…,"Then, we can go retrieve the orb
together after that.",,1,29,1309,29,,
Alicia,…駄目？,Can't we?,,1,30,1309,30,,
Rufus,…わかった,"Alright, then.",,1,31,1309,31,,
Rufus,見ててくれ！,Let's stick together.,,1,32,1309,32,,
