speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Rufus,ぐおッ！,Aaagh!,,1,1,1255,36,,
Alicia,ルーファス！,Rufus!,,2,1,1255,2,1307,
Silmeria,指輪よ！ 急いではめてあげて！,"Quickly! The ring <PART> ---- <PART> put it back on his
finger!",,2,2,1255,3,,
Dylan,何が起きたんだ！？,What just happened!?,,2,3,1255,4,,
Lezard,〓〓には強い結界が張られていますが決して人間に害を及ぼさないはず <PART> ――,"A powerful force field surrounds the
dais, but it should never cause harm
to a human...",,2,4,1255,5,,
Lezard,神と同じ肉体 〓ち“神の器”…,"A god's flesh. The ""vessel of the gods""...",,2,5,1255,6,,
Rufus,何とでも言え…,"Yeah, whatever...",,2,6,1255,35,,
Rufus,やっぱりあんたは 気づいてたんだな…,I suppose you knew all along.,,2,7,1255,7,,
Alicia,どういう事なのですか？私にはわかりません！,"What do you mean? This doesn't make
sense to me!",,2,8,1255,34,,
Rufus,俺はオーディン〓用の〓備の肉体なんだよッ！,"My body is a spare reserved
exclusively for Odin.",,2,9,1255,28,,
Rufus,奴に何かあれば すぐ乗り〓れるようにこの指輪で成長も老化も止められてるんだ,"The ring prevents me from aging. It
keeps me young so he can transfer into
me whenever he needs.",,2,10,1255,9,,
Dylan,もし… あのまま外していればどうなっていたんだ？,"So, what would have happened if you
hadn't put it back on?",,2,11,1255,10,,
Rufus,魂が消えると聞かされている…,"I've been told my soul will just burn
away.",,2,12,1255,11,,
Rufus,輪廻する事も叶わず俺はこの指輪に生かされ続けてるんだ,"This ring keeps me alive <PART> ---- <PART> with no hope
of rebirth.",,2,13,1255,12,,
Silmeria,せっかく黙っておいてあげた正体を自らの不注意で〓すとは…,"I stayed silent about your secret, only
for you to go and reveal it yourself.",,2,14,1255,13,,
Dylan,あんたらのために戦ってるんだそういう言い方はないんじゃないか？,"That's no way to talk to him. After all,
he's fighting for your sake!",,2,15,1255,14,,
Silmeria,どうだか…,"Oh, really?",,2,16,1255,15,,
Silmeria,我々に期するところあればこそここまでついてきたのでしょう？,"You came all this way, because you
need us to succeed.",,2,17,1255,29,,
Rufus,ヘッ… あんたに隠し事はできないな,"Can't keep anything from you, can I?",,2,18,1255,17,,
Rufus,確かに俺は あんたらに〓けてた <PART> ――,"Yes, I have a personal stake in your
success.",,2,19,1255,30,,
Rufus,オーディンの野郎を倒せば 俺の運命も変えられるかもしれないからな,"If you do manage to take Odin down, then
my fate might also change.",,2,20,1255,18,,
Rufus,精霊の森で家〓みたいに暮らすのはもうウンザリだったんだ…,"I've had enough <PART> ---- <PART> I've had enough of
living like a farm animal in the Forest
of Spirits.",,2,21,1255,19,,
Dylan,バレたものはしょうがない…,Your secret is out now.,,2,22,1255,20,,
Dylan,だいたいこのメンバーに知れたところで何も困る事はないだろう？,"So, do you have any problems with
everyone here knowing?",,2,23,1255,21,,
Lezard,抗えない運命など この世にありません我々は皆 味方ですよ,"There is no fate in this world that is
unalterable. We are all on your side.",,2,24,1255,22,,
Rufus,気〓めはたくさんだ…,Spare me your sympathy.,,2,25,1255,23,,
Silmeria,オーブはカルスタッドの方向に運ばれてるわ,"The orb was taken in the direction of
Kalstad.",,2,26,1255,31,,
Leone,悲しき神の奴〓よ…,O sad slaves of the gods...,,2,27,1255,37,,
Rufus,…ハーフエルフさ,I'm actually half elf.,,2,28,1255,24,,
Rufus,俺は <PART> 人間じゃない…,"Yeah, well, I'm not quite human...",,2,29,1255,33,,
