speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Rufus,…なあ,Okay...,,1,1,1285,1,,
Rufus,この先ミッドガルドを救うってのはつまり オーディンを倒すって事か？,"So basically, in order to save Midgard,
we need to defeat Odin?",,1,2,1285,2,,
Dylan,いや…,No.,,1,3,1285,3,,
Dylan,ドラゴンオーブを取り返して地上に安置できれば 当〓をしのげる,"Restoring the Dragon Orb to Midgard will
avert the crisis at hand.",,1,4,1285,4,,
Lezard,しかしオーディン自らドラゴンオーブを守護していたとしたら <PART> ――,"However, if Odin himself is guarding it...",,1,5,1285,5,,
Dylan,―― <PART> 行き掛かり上 〓けて通れないな,We'll cross that bridge when we come to it.,,1,6,1285,6,,
Rufus,それって俺達がラグナロクを起こして勝利するみたいなもんだろ…,"Do you know what you're saying? That
would be like us starting Ragnarok and
winning.",,1,7,1285,7,,
Rufus,無茶にも程があるぜ…,Aren't we getting a little carried away?,,1,8,1285,8,,
Lezard,困りますね あなたがそんな弱気では…,"Rufus, we can't have you losing heart on us.",,1,9,1285,9,,
Lezard,あなたはこの世界で唯一人オーディンに手が届く立場にあるのです,"You are the sole person in this world
with any hope of rivaling Odin.",,1,10,1285,10,,
Lezard,ある意味 シルメリア殿よりもオーディンに対抗できる可能性を秘めている,"One could say you possess a greater potential
to oppose Odin than even Lady Silmeria...",,1,11,1285,16,,
Dylan,オーディンの〓〓をルーファスの中に取り込むってのか,"Odin's knowledge can be assimilated into
Rufus.",,1,12,1285,17,,
Rufus,俺が“神の器”だからってバカにしてんのかッ！,"You think I'm just some brainless
""vessel of the gods""?",,1,13,1285,12,,
Lezard,いえ これはむしろ〓意です,"No, I have respect for you.",,1,14,1285,13,,
Lezard,人間はもはや あなたにすがるしかないのかもしれない <PART> ――,You may be mankind's only hope now.,,1,15,1285,14,,
Silmeria,なるほど 興味深い…,I understand what you're saying...,,1,16,1285,19,,
Silmeria,でもルーファスにそれだけの度〓と技量力量が〓わぬ限り 〓上の空論でしかない,"But until Rufus acquires the courage, skills,
and strength, it's all speculation.",,1,17,1285,15,,
Dylan,なるほど…,I see.,,1,18,1285,11,1351,
Lezard,器でなく 本物の神として…,Not as a vessel <PART> ---- <PART> but as a true god.,,1,19,1285,18,,
