speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Alicia,まだどこか痛むのですか？,"So, does it still hurt?",,1,1,1261,1,,
Alicia,こんな事を言うのは失礼ですが <PART> ――,"I hope that you won't take this the
wrong way,",,1,2,1261,10,,
Alicia,私と同じだ と…,We have the same problem...,,1,3,1261,9,,
Rufus,同じなもんかッ…,You think it's the same?,,1,4,1261,11,,
Rufus,あんたのほうが よっぱど大変だろ…,"Ha, you've got it so much worse than I do.",,1,5,1261,12,,
Alicia,もし私が〓ている間にシルメリアが召喚されたら <PART> ――,"I wondered what would happen if she were
summoned while I slept at night.",,1,6,1261,13,,
Alicia,私は二度と目覚める事がないまま消えると思うと 〓れませんでした,"Would I never wake up? Would I just
disappear? I couldn't sleep.",,1,7,1261,5,,
Alicia,魂が消えるって…どんな感じでしょうか？,"How would it feel if your soul faded
away?",,1,8,1261,6,,
Rufus,やめてくれッ！,Stop it!,,1,9,1261,7,,
Alicia,…すみません,I'm sorry.,,1,10,1261,15,,
Rufus,あんたは達〓したのかもしれないけど俺は今でも〓るのが怖いぜ…,"Maybe you got over it, but I'm still
afraid to close my eyes at night.",,1,11,1261,14,,
Alicia,神は私達に安らぎを与えてはくれないのですね…,"I don't think the gods will ever grant
us peace.",,1,12,1261,8,,
Rufus,もうよそうぜ こんな話…,"Let's just give it a rest, okay?",,1,13,1261,16,,
Rufus,とっととオーブ見つけて オーディンに一〓吹かせてやろうじゃねえの！,"We've gotta find that orb and give Odin
a taste of his own medicine!",,1,14,1261,18,,
Alicia,…この世界で神に〓弄されているのは私だけだと思っていました,"I thought I was the only one. The only one
in the world tormented by the gods.",,1,15,1261,2,,
Rufus,…いいや,I'm alright.,,1,16,1261,3,,
Alicia,シルメリアの事がわかり始めた頃〓 〓るのがとても怖かった…,"When I first realized Silmeria was with
me, I was afraid to fall asleep.",,1,17,1261,4,,
Alicia,あなたの話を聞いて 正直少しだけ楽になりました,"but, hearing what you said made me feel
a lot better.",,1,18,1261,19,,
