scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1257,2752,8508,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
1,2,1257,2753,8996,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
1,3,1257,2754,9528,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
1,4,1257,2755,10016,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
1,5,1257,2756,10792,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
1,6,1257,2757,11516,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
1,7,1257,2758,11904,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
1,8,1257,2759,12232,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
1,9,1257,2760,12620,,,,,,アーリィ <PART> が仲間に加わりました,,
2,1,1257,2307,18180,,,,,ERRORv,ERR0R！！（v190）,,
2,2,1257,2308,18316,,,,,ERRORv,ERR0R！！（v191）,,
2,3,1257,2309,18452,,,,,ERRORv,ERR0R！！（v191）,,
3,1,1257,3,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
3,2,1257,4,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
3,3,1257,5,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
3,4,1257,6,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
3,5,1257,7,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
3,6,1257,2703,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
